"time","value","rank","std","r","Min","Max","Q25","Q50","Q75","funcs","tissue","sign","pathway","foldchange"
"9",27518.5283333333,39.6666666666667,9842.9706107931,6,19004.1,46740.77,23121.5525,24308.47,27094.7025,"alpha-Linolenic acid metabolism ","Hindgut","a","Lipid metabolism",2.66399043287158
"CK",10329.815,7.33333333333333,4889.37583897475,6,5093.26,19153.01,7582.92,9573.585,11142.96,"alpha-Linolenic acid metabolism ","Hindgut","c","Lipid metabolism",1
"0",45211.7166666667,28.1666666666667,4700.78467921545,6,40424.92,52821.08,41362.0075,45031.15,47125.0675,"Biosynthesis of unsaturated fatty acids ","Hindgut","abc","Lipid metabolism",2.01271988293042
"12",39068.16,19.1666666666667,5454.04168167424,6,32766.13,48985.02,36908.9,37774.92,39809.5375,"Biosynthesis of unsaturated fatty acids ","Hindgut","bcd","Lipid metabolism",1.73922310893984
"24",29821.4783333333,14.8333333333333,15577.5857469242,6,9678.04,48654.61,20651.49,26671.025,43124.65,"Biosynthesis of unsaturated fatty acids ","Hindgut","cd","Lipid metabolism",1.32758246766886
"3",44087.8983333333,29.3333333333333,10021.1654593793,6,24466.93,52932.95,45038.225,46890.91,48416.4975,"Biosynthesis of unsaturated fatty acids ","Hindgut","abc","Lipid metabolism",1.96269011916413
"48",57560.0916666667,42.3333333333333,13927.9373838676,6,39671.45,79763.93,51183.2025,54241.635,64019.04,"Biosynthesis of unsaturated fatty acids ","Hindgut","a","Lipid metabolism",2.56244065703022
"6",47975.5333333333,33.1666666666667,7353.92919815432,6,36998.37,56399.67,43675.415,49046.895,53119.06,"Biosynthesis of unsaturated fatty acids ","Hindgut","ab","Lipid metabolism",2.13575853679945
"72",47768.7866666667,31,11371.4092348093,6,32601.99,67449.5,43720.6525,47224.3,48975.97,"Biosynthesis of unsaturated fatty acids ","Hindgut","abc","Lipid metabolism",2.12655465874727
"9",53516.7116666667,41.3333333333333,11132.4460963068,6,33909.89,67653.84,51700.0325,56153.795,56798.5775,"Biosynthesis of unsaturated fatty acids ","Hindgut","a","Lipid metabolism",2.38243883625788
"CK",22462.995,8.16666666666667,12262.6355056224,6,9494.31,44734.37,15185.8375,21950.92,23275.21,"Biosynthesis of unsaturated fatty acids ","Hindgut","d","Lipid metabolism",1
"0",713662.471666667,17.1666666666667,23120.5366119796,6,681280.16,744755.05,698960.0075,716023.2,726971.5075,"Purine metabolism ","Hindgut","cd","Nucleotide metabolism",1.05322272688252
"12",886578.251666667,40.5,146329.770376126,6,671680.33,1056610.21,806110.0775,886260.87,1001013.28,"Purine metabolism ","Hindgut","ab","Nucleotide metabolism",1.30841175049379
"24",769451.338333333,25.5,157406.545901397,6,562804.36,1010290.96,705080.325,725438.985,852190.2225,"Purine metabolism ","Hindgut","abcd","Nucleotide metabolism",1.13555590904233
"3",724719.078333333,23.3333333333333,84945.9014712119,6,571746.59,792441.26,697533.885,761388.65,779172.43,"Purine metabolism ","Hindgut","abcd","Nucleotide metabolism",1.06954006159726
"48",881271.155,42.6666666666667,92996.5278463017,6,754003.74,1010360.97,819731.57,892048.905,930666.19,"Purine metabolism ","Hindgut","a","Nucleotide metabolism",1.30057953982697
"6",698014.403333333,20.3333333333333,108754.973426668,6,522897.95,817061.97,644743.585,723790.155,767561.135,"Purine metabolism ","Hindgut","bcd","Nucleotide metabolism",1.0301293152842
"72",768465.628333333,31.5,43222.2235688829,6,714284.38,823401.18,745671.705,756763.76,802395.6925,"Purine metabolism ","Hindgut","abcd","Nucleotide metabolism",1.1341011987061
"9",813786.663333333,34.5,114120.724012229,6,710255.77,1029011.15,744912.87,805379.27,807297.655,"Purine metabolism ","Hindgut","abc","Nucleotide metabolism",1.20098596000841
"CK",677598.815,12,48379.008917488,6,630012.09,754476.92,636511.655,676379.62,697936.635,"Purine metabolism ","Hindgut","d","Nucleotide metabolism",1
"0",421594.451666667,10.3333333333333,12391.5039201389,6,404347.46,436325.77,413623.925,421728.82,431317.365,"Pyrimidine metabolism ","Hindgut","d","Nucleotide metabolism",1.02044818540193
"12",545084.25,40.3333333333333,85900.5740816644,6,432713.69,646999.56,487057.745,539907.97,616128.4725,"Pyrimidine metabolism ","Hindgut","a","Nucleotide metabolism",1.31934903698272
"24",478064.998333333,25.6666666666667,80502.0341546219,6,386271.53,591713.62,432905.1025,449349.495,535549.0325,"Pyrimidine metabolism ","Hindgut","abcd","Nucleotide metabolism",1.15713230599899
"3",437005.455,18.5,42431.4941639149,6,370452.35,471912.77,410872.36,454885.04,468993.3075,"Pyrimidine metabolism ","Hindgut","bcd","Nucleotide metabolism",1.057749744577
"48",530478.94,41,50641.6569148412,6,466459.08,598825.86,491722.295,535039.37,561429.86,"Pyrimidine metabolism ","Hindgut","a","Nucleotide metabolism",1.2839976180354
"6",413146.358333333,15.1666666666667,66120.8894767394,6,316856.99,488323.14,369876.52,426827.495,458569.5,"Pyrimidine metabolism ","Hindgut","cd","Nucleotide metabolism",1
"72",469369.405,27,28120.1543957011,6,448073.26,521245.02,453155.5675,456101.62,475916.425,"Pyrimidine metabolism ","Hindgut","abcd","Nucleotide metabolism",1.13608505928377
"9",497784.05,32.5,77155.8393943046,6,424877.69,645559.73,458489.8325,484155.27,494555.0575,"Pyrimidine metabolism ","Hindgut","abc","Nucleotide metabolism",1.20486127968815
"CK",495345.126666667,37,23688.4756767114,6,469427.21,533894.4,479828.8475,489845.37,506887.645,"Pyrimidine metabolism ","Hindgut","ab","Nucleotide metabolism",1.19895798831419
"0",457346.14,21.8333333333333,9785.24440736973,6,444435.63,472659.1,451604.36,457419.47,461212.7525,"Cysteine and methionine metabolism ","Hindgut","bc","Amino acid metabolism",1.18485572430109
"12",534755.873333333,39.1666666666667,89258.3165442167,6,403575.58,627364.3,479334.3875,549535.95,604326.1825,"Cysteine and methionine metabolism ","Hindgut","ab","Amino acid metabolism",1.38540265721413
"24",462783.16,25.1666666666667,89304.096217603,6,321883.5,575677.31,434499.205,454109.36,520745.0475,"Cysteine and methionine metabolism ","Hindgut","abc","Amino acid metabolism",1.1989415199528
"3",461467.231666667,25.3333333333333,55270.4013942354,6,360962.05,501919.52,445525.4525,483550.545,500365.3675,"Cysteine and methionine metabolism ","Hindgut","abc","Amino acid metabolism",1.19553231829534
"48",537632.506666667,44.5,40418.9623162538,6,476372.16,580448.71,513568.935,545730.65,567431.0425,"Cysteine and methionine metabolism ","Hindgut","a","Amino acid metabolism",1.39285520829878
"6",445512.471666667,24,70090.5521788211,6,334708.82,516577.33,406402.5175,464290.02,495648.9725,"Cysteine and methionine metabolism ","Hindgut","abc","Amino acid metabolism",1.1541980048236
"72",478535.536666667,29.6666666666667,33624.6128195877,6,439956.01,530279.93,457378.8625,470916.41,497437.6875,"Cysteine and methionine metabolism ","Hindgut","ab","Amino acid metabolism",1.23975151490508
"9",479898.961666667,29.8333333333333,35108.7482537726,6,427371.6,522052.82,459120.78,488681.05,499675.1825,"Cysteine and methionine metabolism ","Hindgut","ab","Amino acid metabolism",1.2432837671198
"CK",385993.105,8,38613.6427313113,6,344760.11,453150.06,360199.96,382506.71,395829.675,"Cysteine and methionine metabolism ","Hindgut","c","Amino acid metabolism",1
"0",199075.195,11.1666666666667,6084.84609861498,6,192779.53,208184.61,195103.0975,196947.335,203064.84,"Lysine biosynthesis ","Hindgut","c","Amino acid metabolism",1.03744465848979
"12",259065.448333333,38.3333333333333,48019.5565298296,6,197511.44,317076.75,222438.8875,261789.305,295625.1825,"Lysine biosynthesis ","Hindgut","a","Amino acid metabolism",1.3500730996279
"24",221803.235,27.3333333333333,44848.6309975637,6,156370.39,282228.81,200705.8075,217805.975,250653.375,"Lysine biosynthesis ","Hindgut","abc","Amino acid metabolism",1.15588776083582
"3",203910.016666667,19,21687.9800965841,6,167205.79,221017.39,193619.5775,213494.52,219313.5925,"Lysine biosynthesis ","Hindgut","bc","Amino acid metabolism",1.06264046408894
"48",243171,38,30740.0070058261,6,199976.91,288693.77,226726.6575,244049.65,256990.1825,"Lysine biosynthesis ","Hindgut","a","Amino acid metabolism",1.2672420340948
"6",191889.941666667,14.8333333333333,32065.7356307916,6,141057.38,225735.26,174348.1875,200136.77,213925.3,"Lysine biosynthesis ","Hindgut","bc","Amino acid metabolism",1
"72",216738.133333333,25.5,13206.3615090239,6,207289.57,242496.47,209802.685,211104.49,217074.895,"Lysine biosynthesis ","Hindgut","abc","Amino acid metabolism",1.12949189233603
"9",228098.185,31.3333333333333,24622.6489902454,6,199299.51,272788.1,217826.1975,223517.81,231032.1175,"Lysine biosynthesis ","Hindgut","ab","Amino acid metabolism",1.18869276325192
"CK",246291.373333333,42,14528.9205957754,6,227404.69,266588.16,235748.39,248395.79,253672.3625,"Lysine biosynthesis ","Hindgut","a","Amino acid metabolism",1.2835032998299
"0",262754.205,30.1666666666667,6220.24721697058,6,256967.29,270860.26,258722.57,259953.02,267847.67,"Lysine degradation ","Hindgut","a","Amino acid metabolism",1.7725248607109
"12",306776.645,38.3333333333333,93911.3132637141,6,161458.08,401105.01,249866.67,333774.69,374931.225,"Lysine degradation ","Hindgut","a","Amino acid metabolism",2.06949772677465
"24",240064.608333333,27,98667.9775788379,6,104207.05,366019.05,172442.41,258619.35,296559.4025,"Lysine degradation ","Hindgut","ab","Amino acid metabolism",1.61946213742862
"3",260966.471666667,31.6666666666667,44050.0726458186,6,178558.7,293296.96,252607.145,277775.095,290075.1375,"Lysine degradation ","Hindgut","a","Amino acid metabolism",1.7604649137439
"48",283968.695,37.8333333333333,39248.9609215443,6,219027.58,322105.95,264360.3625,298543.575,309105.0425,"Lysine degradation ","Hindgut","a","Amino acid metabolism",1.91563659866501
"6",249210.313333333,27.3333333333333,46406.0888455443,6,174995.84,295846.59,223864.4275,261929.545,282520.615,"Lysine degradation ","Hindgut","ab","Amino acid metabolism",1.68115854103604
"72",252392.36,26.3333333333333,22176.7941331068,6,227107.59,279205.18,232693.355,254001.71,269335.9775,"Lysine degradation ","Hindgut","ab","Amino acid metabolism",1.70262444611874
"9",241220.63,22.8333333333333,34302.2332368737,6,182089.82,276919.7,228407.46,251131.185,261697.05,"Lysine degradation ","Hindgut","ab","Amino acid metabolism",1.62726059357012
"CK",148237.246666667,6,42040.9068273241,6,103682.7,224364.94,125338.3625,139661.175,156032.3425,"Lysine degradation ","Hindgut","b","Amino acid metabolism",1
"0",272947.505,21.8333333333333,6764.39081134363,6,262191.85,281838.1,270081.2075,274035.445,276124.6575,"Arginine biosynthesis ","Hindgut","ab","Amino acid metabolism",1.6772597387187
"12",331386.84,41.3333333333333,69708.3086007377,6,222518.07,401911.46,295548.3475,338994.155,388376.13,"Arginine biosynthesis ","Hindgut","a","Amino acid metabolism",2.0363688785989
"24",269045.286666667,26.8333333333333,68094.5618976939,6,180407.95,350049.22,219933.6275,268719.965,324207.32,"Arginine biosynthesis ","Hindgut","a","Amino acid metabolism",1.65328064536817
"3",273473.153333333,27.6666666666667,35163.0629478222,6,207246.75,302800.11,268517.7325,283951.185,295625.1275,"Arginine biosynthesis ","Hindgut","a","Amino acid metabolism",1.68048984256679
"48",308836.423333333,40.3333333333333,33691.9428836692,6,247269.32,347322.27,305689.4275,314591.245,323539.54,"Arginine biosynthesis ","Hindgut","a","Amino acid metabolism",1.89779678955807
"6",268048.895,25,39357.9290201905,6,199631.61,309031.35,255033.0625,278272.105,291417.64,"Arginine biosynthesis ","Hindgut","ab","Amino acid metabolism",1.64715782835801
"72",283874.853333333,29.6666666666667,23215.7504705057,6,250868.64,316650.26,270428.2525,287720.175,293649.2375,"Arginine biosynthesis ","Hindgut","a","Amino acid metabolism",1.74440818695403
"9",282812.346666667,29.8333333333333,22838.4877095552,6,239851.34,301913.35,280210.6475,288153.025,297968.37,"Arginine biosynthesis ","Hindgut","a","Amino acid metabolism",1.73787909391792
"CK",162734.19,5,48180.0447831955,6,113406.44,251434.92,135418.4425,155609.025,167645.3675,"Arginine biosynthesis ","Hindgut","b","Amino acid metabolism",1
"0",270708.405,32,7115.12296613838,6,261439.77,279680.97,267497.9525,268598.12,276251.195,"Histidine metabolism ","Hindgut","ab","Amino acid metabolism",1.94547537943318
"12",297383.903333333,37.5,58676.5350516261,6,212899.12,355539.48,255849.905,312919.6,343129.11,"Histidine metabolism ","Hindgut","ab","Amino acid metabolism",2.13718174792074
"24",246925.731666667,25,64952.2169421059,6,168789.25,344443.64,201522.4325,241210.165,283508.5275,"Histidine metabolism ","Hindgut","ab","Amino acid metabolism",1.77455861226778
