"time","value","rank","std","r","Min","Max","Q25","Q50","Q75","funcs","tissue","sign","pathway","foldchange"
"12",149901.505,25.1666666666667,11089.3528098546,6,140669.3,170699.32,142885.5675,146471.795,151672.945,"Ubiquinone and other terpenoid-quinone biosynthesis ","Hindgut","bc","Metabolism of cofactors and vitamins",2.22104579536101
"24",115789.475,13.3333333333333,29907.1104503747,6,85678.35,152255.44,90567.0825,111082.735,140952.4775,"Ubiquinone and other terpenoid-quinone biosynthesis ","Hindgut","cd","Metabolism of cofactors and vitamins",1.71561804263279
"3",148594.488333333,31.1666666666667,26596.670522039,6,96034.62,165200.84,150029.8725,158353.965,164364.765,"Ubiquinone and other terpenoid-quinone biosynthesis ","Hindgut","b","Metabolism of cofactors and vitamins",2.20168012006664
"48",182831.023333333,48.1666666666667,25827.4490117028,6,167707.44,233288.93,168144.76,170392.285,183455.2825,"Ubiquinone and other terpenoid-quinone biosynthesis ","Hindgut","a","Metabolism of cofactors and vitamins",2.70895262616643
"6",149419.35,31.1666666666667,23469.9407379661,6,110232.19,170620.71,138341.9625,156695.1,166710.3375,"Ubiquinone and other terpenoid-quinone biosynthesis ","Hindgut","b","Metabolism of cofactors and vitamins",2.21390184883784
"72",151430.61,27.3333333333333,12042.6167166924,6,133357.83,169096.01,148209.0375,149317.805,157070.5225,"Ubiquinone and other terpenoid-quinone biosynthesis ","Hindgut","bc","Metabolism of cofactors and vitamins",2.24370208711015
"9",168011.198333333,35.1666666666667,35211.5162300798,6,135954.16,234724.59,150600.6625,155544.84,171895.8275,"Ubiquinone and other terpenoid-quinone biosynthesis ","Hindgut","ab","Metabolism of cofactors and vitamins",2.48937170865506
"CK",67491.4066666667,4.33333333333333,32100.3587292246,6,34355.63,126111.84,50062.0125,61128.985,72169.73,"Ubiquinone and other terpenoid-quinone biosynthesis ","Hindgut","d","Metabolism of cofactors and vitamins",1
"0",199793.081666667,10.8333333333333,5759.87270463304,6,191212.87,206340.69,196183.6175,201147.31,203572.77,"Terpenoid backbone biosynthesis ","Hindgut","c","Metabolism of terpenoids and polyketides",1.01957584516349
"12",255729.52,38,49167.2424265295,6,190037.08,314618.75,220839.23,260127.455,291324.2825,"Terpenoid backbone biosynthesis ","Hindgut","a","Metabolism of terpenoids and polyketides",1.30502837892187
"24",225910.851666667,28,43407.4078034275,6,162667.81,278613.23,211153.3775,215401.105,259083.57,"Terpenoid backbone biosynthesis ","Hindgut","abc","Metabolism of terpenoids and polyketides",1.15285897588752
"3",206280.496666667,18.8333333333333,22223.6261359281,6,169266.95,224079.31,195010.8125,215959.74,222281.9875,"Terpenoid backbone biosynthesis ","Hindgut","abc","Metabolism of terpenoids and polyketides",1.05268215483335
"48",240171.115,37.6666666666667,26172.8757595697,6,195883.18,266862.31,229405.2125,246075.765,258229.9225,"Terpenoid backbone biosynthesis ","Hindgut","a","Metabolism of terpenoids and polyketides",1.22563136579737
"6",195957.056666667,15.5,32112.1855165647,6,146170.52,231105.73,177835.7575,203571.37,217442.44,"Terpenoid backbone biosynthesis ","Hindgut","bc","Metabolism of terpenoids and polyketides",1
"72",218811.2,26,8212.85154251555,6,210388.39,231419.24,213267.5425,216099.845,223927.29,"Terpenoid backbone biosynthesis ","Hindgut","abc","Metabolism of terpenoids and polyketides",1.11662832521622
"9",232625.085,34.5,18913.9143871403,6,207291.21,259618.51,219705.8425,236535.64,240389.11,"Terpenoid backbone biosynthesis ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.18712277555642
"CK",236022.491666667,38.1666666666667,11818.3694275757,6,223769.01,255488.93,228296.865,232740.31,241620.5825,"Terpenoid backbone biosynthesis ","Hindgut","a","Metabolism of terpenoids and polyketides",1.20446028166341
"0",6241.13833333333,45.6666666666667,929.059685798855,6,4743,7292.4,5775.2825,6471.065,6812.225,"Sesquiterpenoid and triterpenoid biosynthesis ","Hindgut","a","Metabolism of terpenoids and polyketides",4.76202242218616
"12",2055.35833333333,16.3333333333333,1007.19383458035,6,950,3575,1328.375,1951.825,2575.1625,"Sesquiterpenoid and triterpenoid biosynthesis ","Hindgut","de","Metabolism of terpenoids and polyketides",1.56824956381523
"24",1310.60666666667,10.1666666666667,1241.4974393315,6,90.25,3250.24,305.625,1114.5,1972.2375,"Sesquiterpenoid and triterpenoid biosynthesis ","Hindgut","e","Metabolism of terpenoids and polyketides",1
"3",5927.95,44.1666666666667,1350.11472774724,6,3772.61,7714.75,5519.96,5865.99,6674.305,"Sesquiterpenoid and triterpenoid biosynthesis ","Hindgut","a","Metabolism of terpenoids and polyketides",4.52305802401941
"48",3645.78666666667,28.5,2176.97800075854,6,1267.75,7287.01,2612.9075,2799.525,4577.5375,"Sesquiterpenoid and triterpenoid biosynthesis ","Hindgut","bcd","Metabolism of terpenoids and polyketides",2.78175501421733
"6",5035.035,38.8333333333333,2173.48198905581,6,2669.82,7494,3062.38,5087.86,6884.5525,"Sesquiterpenoid and triterpenoid biosynthesis ","Hindgut","ab","Metabolism of terpenoids and polyketides",3.84175903271259
"72",3466.57,30.5,581.604125879451,6,2401.75,3930.49,3315.755,3703.335,3831.295,"Sesquiterpenoid and triterpenoid biosynthesis ","Hindgut","bc","Metabolism of terpenoids and polyketides",2.64501172485007
"9",2640.415,22,1194.79762990642,6,801.25,4251.25,2141.69,2634.13,3316.6725,"Sesquiterpenoid and triterpenoid biosynthesis ","Hindgut","cde","Metabolism of terpenoids and polyketides",2.01465097588394
"CK",1611.71,11.3333333333333,814.89621265533,6,485.6,2391.8,986.15,1893,2215.495,"Sesquiterpenoid and triterpenoid biosynthesis ","Hindgut","e","Metabolism of terpenoids and polyketides",1.22974347757527
"0",50315.9766666667,35.8333333333333,4615.70047484308,6,42050.02,54680.58,48946.46,51716.825,53210.66,"Insect hormone biosynthesis ","Hindgut","a","Metabolism of terpenoids and polyketides",1.6918679049434
"12",60192.4583333333,38.1666666666667,25049.8969022497,6,24298.51,83043.27,41763.59,68204.095,80392.0425,"Insect hormone biosynthesis ","Hindgut","a","Metabolism of terpenoids and polyketides",2.02396326416288
"24",46177.4983333333,30,21832.3318489532,6,16117.86,70676.98,30277.9775,49426.295,62998.34,"Insect hormone biosynthesis ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.55271213114504
"3",49660.4566666667,35.5,7495.8868068099,6,38011.18,58735.4,46486.8425,49507.23,54918.0475,"Insect hormone biosynthesis ","Hindgut","a","Metabolism of terpenoids and polyketides",1.66982613367072
"48",45520.1333333333,29,15925.8627491834,6,28497.26,67293.09,32255.4225,44450.53,56291.885,"Insect hormone biosynthesis ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.53060832199708
"6",43283.0666666667,26.8333333333333,11410.9833265598,6,27262.69,54382.76,35194.9375,45695.955,52648.82,"Insect hormone biosynthesis ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.45538725812654
"72",40560.8316666667,24.5,6446.07825965343,6,35319.08,52037.49,36201.51,38009.655,42795.15,"Insect hormone biosynthesis ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.36385247471718
"9",34230.225,18,10329.2660018275,6,16112.91,44183.48,30754.545,36853.455,41205.72,"Insect hormone biosynthesis ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.15098668242403
"CK",29739.8966666667,9.66666666666667,4047.86826595267,6,24601.27,34849.12,26639.04,30204.55,32398.1525,"Insect hormone biosynthesis ","Hindgut","b","Metabolism of terpenoids and polyketides",1
"0",11933.5166666667,8.66666666666667,433.32591977248,6,11309.5,12350.25,11629.62,12054.885,12271.5075,"Zeatin biosynthesis ","Hindgut","c","Metabolism of terpenoids and polyketides",1.00245962851881
"12",16156.27,39.8333333333333,2078.08647842192,6,13991.29,18620.57,14363.145,15895.095,17986.08,"Zeatin biosynthesis ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.35718655907099
"24",14964.155,30.1666666666667,2351.7046969018,6,12673.97,17708.7,12814.19,14945.5,16792.005,"Zeatin biosynthesis ","Hindgut","b","Metabolism of terpenoids and polyketides",1.25704448080249
"3",12682.715,14.6666666666667,965.239664741353,6,11364.89,13514.27,11911.06,13092.52,13409.2675,"Zeatin biosynthesis ","Hindgut","c","Metabolism of terpenoids and polyketides",1.06539506523028
"48",15119.615,32.5,2159.8639698069,6,11814.61,17940.42,13969.905,15543.35,16208.74,"Zeatin biosynthesis ","Hindgut","b","Metabolism of terpenoids and polyketides",1.27010369697511
"6",11904.2366666667,11.6666666666667,1799.53819744585,6,9258.15,14046.93,10811.2675,12248.48,13030.5075,"Zeatin biosynthesis ","Hindgut","c","Metabolism of terpenoids and polyketides",1
"72",13985.1816666667,28.1666666666667,417.607128742635,6,13630.63,14614.23,13640.28,13852.585,14256.8075,"Zeatin biosynthesis ","Hindgut","b","Metabolism of terpenoids and polyketides",1.17480709248892
"9",15294.1433333333,35,1879.31402237802,6,13013.07,18613.97,14468.4125,15037.67,15597.2825,"Zeatin biosynthesis ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.28476472381962
"CK",17790.9616666667,46.8333333333333,1570.62970507267,6,15495.61,19883.92,16893.8525,17916.28,18714.5475,"Zeatin biosynthesis ","Hindgut","a","Metabolism of terpenoids and polyketides",1.49450671763638
"0",95746.6816666667,35.6666666666667,2721.97297920767,6,90735.53,98388.21,95246.7175,96552.585,97217.96,"Limonene and pinene degradation ","Hindgut","a","Metabolism of terpenoids and polyketides",1.89739424740329
"12",100167.736666667,36.8333333333333,31144.1724036807,6,51497.88,128099.32,81162.4575,111141.325,123753.1325,"Limonene and pinene degradation ","Hindgut","a","Metabolism of terpenoids and polyketides",1.98500547505562
"24",76471.8566666667,24.5,34724.6642025887,6,32425.51,118157.03,48418.5375,84170.945,98596.9675,"Limonene and pinene degradation ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.51542861227008
"3",93132.39,35.1666666666667,15382.262149827,6,64655.92,105203.54,90875.1325,96627.37,104198.6575,"Limonene and pinene degradation ","Hindgut","a","Metabolism of terpenoids and polyketides",1.84558731390938
"48",92346.98,34,14787.5579966714,6,70953.39,105321.6,81583.3675,98698.58,103073.22,"Limonene and pinene degradation ","Hindgut","a","Metabolism of terpenoids and polyketides",1.83002298948672
"6",88056.0783333333,30.8333333333333,17922.6986058009,6,58831.68,102984.29,78635.6375,94004.465,102250.2725,"Limonene and pinene degradation ","Hindgut","a","Metabolism of terpenoids and polyketides",1.74499098632184
"72",82441.515,23,6400.70510240161,6,74643.4,91338.54,77741.9475,82122.5,86635.915,"Limonene and pinene degradation ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.63372822520145
"9",78008.8783333333,20.6666666666667,14330.5619693959,6,51044.74,93410.56,77729.3075,81449.785,83519.385,"Limonene and pinene degradation ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.54588748580703
"CK",50462.1966666667,6.83333333333333,13471.9035030298,6,35790.66,74067.6,42150.54,48558.26,53977.39,"Limonene and pinene degradation ","Hindgut","b","Metabolism of terpenoids and polyketides",1
"0",129551.746666667,36,9854.77915100013,6,116235.01,144225.42,123896.6875,129681,134059.85,"Geraniol degradation ","Hindgut","a","Metabolism of terpenoids and polyketides",2.1137834881825
"12",98806.0283333333,18,12554.6722403947,6,75968.64,110582.65,97031.0175,100123.48,107559.1625,"Geraniol degradation ","Hindgut","bcd","Metabolism of terpenoids and polyketides",1.61213226836122
"24",73391.6183333333,13.1666666666667,42684.802588492,6,19314.94,128917.01,46141.2075,67874.29,105072.8225,"Geraniol degradation ","Hindgut","cd","Metabolism of terpenoids and polyketides",1.19746738269109
"3",123492.456666667,33.1666666666667,25553.5047474586,6,73205.89,142339.29,126867.99,128920.045,138269.135,"Geraniol degradation ","Hindgut","ab","Metabolism of terpenoids and polyketides",2.01491930856581
"48",133214.075,36.8333333333333,37812.2078165435,6,75565.58,188438.13,118114.015,134800.725,148545.815,"Geraniol degradation ","Hindgut","a","Metabolism of terpenoids and polyketides",2.17353852320508
"6",130737.905,37.5,19417.9695417999,6,95417.36,148317.63,126053.3625,135978.655,143487.3125,"Geraniol degradation ","Hindgut","a","Metabolism of terpenoids and polyketides",2.13313700493454
"72",122399.545,29,26283.7749078307,6,89193.19,168267.7,110942.8,120359.33,126400.155,"Geraniol degradation ","Hindgut","abc","Metabolism of terpenoids and polyketides",1.99708721679953
"9",127321.996666667,35.3333333333333,27763.1896981724,6,91988.52,160874.52,104981.025,135194.29,143126.39,"Geraniol degradation ","Hindgut","a","Metabolism of terpenoids and polyketides",2.07740259132819
"CK",61289.0333333333,8.5,29365.6553681287,6,30121.37,114840.78,44833.2325,57132.155,65113.65,"Geraniol degradation ","Hindgut","d","Metabolism of terpenoids and polyketides",1
"0",19069.605,11.8333333333333,780.046651034411,6,18092.92,20267.24,18630.3125,18915.095,19497.695,"Biosynthesis of ansamycins ","Hindgut","c","Metabolism of terpenoids and polyketides",1.06868363320359
"12",30097.7016666667,45.5,11718.7602020852,6,21823.53,53025.76,23221.9375,25972.185,30108.5675,"Biosynthesis of ansamycins ","Hindgut","a","Metabolism of terpenoids and polyketides",1.68671145355193
"24",23380.565,32.1666666666667,4370.25731979594,6,17332.91,28952.01,20276.5925,24597.695,25624.565,"Biosynthesis of ansamycins ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.31027502407904
"3",20401.7183333333,24.8333333333333,1400.26386124068,6,18074.08,21509.4,19729.5,21146.115,21244.5075,"Biosynthesis of ansamycins ","Hindgut","bc","Metabolism of terpenoids and polyketides",1.14333686891066
"48",26194.4216666667,40.3333333333333,5979.7620877972,6,20509.2,34208.46,21065.8825,25009.195,30761.575,"Biosynthesis of ansamycins ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.46796694091987
"6",17844.0133333333,12,3085.23650608291,6,12679.51,20760.31,16415.775,18736.44,20065.98,"Biosynthesis of ansamycins ","Hindgut","c","Metabolism of terpenoids and polyketides",1
"72",22571.6683333333,28.1666666666667,5600.61824780235,6,19263.93,33797.57,19481.4625,20538.25,21756.67,"Biosynthesis of ansamycins ","Hindgut","abc","Metabolism of terpenoids and polyketides",1.26494348057724
"9",21791.1783333333,25.5,4373.05319046278,6,18893.4,30514.47,19469.9475,20256.145,21278.3075,"Biosynthesis of ansamycins ","Hindgut","bc","Metabolism of terpenoids and polyketides",1.22120388089077
"CK",20719.7733333333,27.1666666666667,586.699999988637,6,20000.12,21464.25,20324.7925,20622.51,21193.4,"Biosynthesis of ansamycins ","Hindgut","abc","Metabolism of terpenoids and polyketides",1.16116105420231
"0",45066.87,15.8333333333333,1458.88099754572,6,42899.55,47246.65,44436.5175,45122.91,45631.8375,"Polyketide sugar unit biosynthesis ","Hindgut","cd","Metabolism of terpenoids and polyketides",1.04655791595961
"12",61034.6,48.6666666666667,8617.41502604812,6,51469.26,71720.78,53677.085,60628.175,67957.91,"Polyketide sugar unit biosynthesis ","Hindgut","a","Metabolism of terpenoids and polyketides",1.41736587824778
"24",52128.0366666667,38.5,6293.98203579472,6,46494,63692.3,47835.04,50962.925,53138.475,"Polyketide sugar unit biosynthesis ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.21053468805206
"3",47028.4566666667,24.6666666666667,3935.29164360491,6,42102.8,52097.2,43969.71,47209.27,49799.075,"Polyketide sugar unit biosynthesis ","Hindgut","bcd","Metabolism of terpenoids and polyketides",1.09211053707221
"48",48251.2033333333,29.8333333333333,5127.1652501696,6,39745.07,54025.22,46475.5875,48564.59,51762.52,"Polyketide sugar unit biosynthesis ","Hindgut","bcd","Metabolism of terpenoids and polyketides",1.12050556879315
"6",43061.9933333333,19.3333333333333,7276.74140746988,6,30974.62,49261.88,39440.265,45687.315,48474.015,"Polyketide sugar unit biosynthesis ","Hindgut","cd","Metabolism of terpenoids and polyketides",1
"72",46934.8666666667,23.8333333333333,3901.52433309683,6,43173.16,53853.68,44336.7525,46131.965,47968.0525,"Polyketide sugar unit biosynthesis ","Hindgut","bcd","Metabolism of terpenoids and polyketides",1.08993715881553
"9",50724.2183333333,33.5,6534.39564249187,6,45936.9,63292.41,47351.5275,47705.885,51279.5875,"Polyketide sugar unit biosynthesis ","Hindgut","abc","Metabolism of terpenoids and polyketides",1.17793474957577
"CK",44326.7033333333,13.3333333333333,1282.87215462285,6,42954.03,45870.49,43329.9775,44044.295,45477.5025,"Polyketide sugar unit biosynthesis ","Hindgut","d","Metabolism of terpenoids and polyketides",1.02936951827126
"0",13610.3383333333,27,1660.0881627,6,11902.43,16429.75,12467.5525,13288.82,14241.015,"Nonribosomal peptide structures ","Hindgut","abc","Metabolism of terpenoids and polyketides",1.92389268781106
"12",12646.1466666667,22.1666666666667,2218.42541103069,6,10456.33,15734.22,10930.7625,12053.84,14280.145,"Nonribosomal peptide structures ","Hindgut","abc","Metabolism of terpenoids and polyketides",1.78759914008894
"24",10562.265,19.3333333333333,4892.29890540122,6,3860.76,15725.77,7322.4725,10585.225,14932.5975,"Nonribosomal peptide structures ","Hindgut","bc","Metabolism of terpenoids and polyketides",1.49303153988868
"3",13111.5183333333,26.8333333333333,3105.73985838748,6,7095.63,16033.87,13245.3675,14060.265,14349.075,"Nonribosomal peptide structures ","Hindgut","abc","Metabolism of terpenoids and polyketides",1.85338186530023
"48",17702.5583333333,42,4324.12159499437,6,13187.4,25402.84,15088.0875,16969.925,18660.82,"Nonribosomal peptide structures ","Hindgut","a","Metabolism of terpenoids and polyketides",2.50234944194128
"6",14481.3133333333,32.6666666666667,2139.78011278418,6,11406.11,17015.59,13212.2925,14685.835,15951.5075,"Nonribosomal peptide structures ","Hindgut","ab","Metabolism of terpenoids and polyketides",2.04700957092794
"72",15624.5433333333,34.8333333333333,3165.63745581623,6,12899.35,21506.29,13492.59,14946.105,16067.52,"Nonribosomal peptide structures ","Hindgut","ab","Metabolism of terpenoids and polyketides",2.20861112583562
"9",14280.3116666667,33.5,6042.23778787435,6,5151.3,20796.74,10407.195,16531.98,17861.1975,"Nonribosomal peptide structures ","Hindgut","ab","Metabolism of terpenoids and polyketides",2.01859693141326
"CK",7074.375,9.16666666666667,3781.01633744553,6,2971.7,13870.01,4840.2375,6999.665,7363.5025,"Nonribosomal peptide structures ","Hindgut","c","Metabolism of terpenoids and polyketides",1
"0",29483.18,37.6666666666667,1668.66106304426,6,27597.46,32306.82,28534.96,29088.675,30122.465,"Biosynthesis of siderophore group nonribosomal peptides ","Hindgut","a","Metabolism of terpenoids and polyketides",2.01181483928712
"12",19148.075,15,4238.68300354131,6,11965.03,23187.2,17565.1725,19809.555,22427.4375,"Biosynthesis of siderophore group nonribosomal peptides ","Hindgut","bc","Metabolism of terpenoids and polyketides",1.3065884151161
"24",14677.0283333333,11.6666666666667,9147.57103773765,6,4191.81,28730.74,9191.8375,12081.695,20081.1825,"Biosynthesis of siderophore group nonribosomal peptides ","Hindgut","c","Metabolism of terpenoids and polyketides",1.00150198851133
"3",26452.685,29.3333333333333,4658.55640074369,6,17413.92,30790.65,26788.5425,27614.755,28480.3575,"Biosynthesis of siderophore group nonribosomal peptides ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.805025924001
"48",31691.2916666667,38.3333333333333,8911.73596862567,6,20640.45,47049.01,28051.4275,29589.75,34202.54,"Biosynthesis of siderophore group nonribosomal peptides ","Hindgut","a","Metabolism of terpenoids and polyketides",2.16248758957399
"6",29243.9883333333,38.3333333333333,4413.78345307704,6,21134.23,33588.72,28841.975,29748.63,31965.13,"Biosynthesis of siderophore group nonribosomal peptides ","Hindgut","a","Metabolism of terpenoids and polyketides",1.99549335210582
"72",28259.935,34.5,4426.70785629117,6,22668.2,34242.08,25136.6875,28061.045,31289.265,"Biosynthesis of siderophore group nonribosomal peptides ","Hindgut","a","Metabolism of terpenoids and polyketides",1.92834546986754
"9",27424.675,33.1666666666667,4708.51534019695,6,21506.58,32893.9,23415.35,28706.91,30488.4175,"Biosynthesis of siderophore group nonribosomal peptides ","Hindgut","a","Metabolism of terpenoids and polyketides",1.87135065239321
"CK",14655.0166666667,9.5,6339.10299358724,6,8990.7,26455.21,10972.6775,12557.365,15833.1,"Biosynthesis of siderophore group nonribosomal peptides ","Hindgut","c","Metabolism of terpenoids and polyketides",1
"0",11827.16,8.83333333333333,507.142797089735,6,11099.22,12405.7,11534.22,11814.33,12244.98,"Biosynthesis of vancomycin group antibiotics ","Hindgut","e","Metabolism of terpenoids and polyketides",1
"12",16406.3933333333,41.6666666666667,1927.59749299138,6,13988.77,18883.32,15114.98,16164.1,17895.6225,"Biosynthesis of vancomycin group antibiotics ","Hindgut","ab","Metabolism of terpenoids and polyketides",1.38717945249184
"24",14203.7433333333,27.6666666666667,1869.52422161005,6,12103.19,16693.39,12814.1275,13835.37,15669.9125,"Biosynthesis of vancomycin group antibiotics ","Hindgut","c","Metabolism of terpenoids and polyketides",1.20094285807695
"3",12645.8183333333,14.5,1041.58229288744,6,11462.84,13595.23,11718.325,12814.065,13580.24,"Biosynthesis of vancomycin group antibiotics ","Hindgut","de","Metabolism of terpenoids and polyketides",1.06921850497781
"48",14438.8983333333,29.5,1766.45672718487,6,11596.61,16438.2,13735.3575,14495.14,15718.4375,"Biosynthesis of vancomycin group antibiotics ","Hindgut","bc","Metabolism of terpenoids and polyketides",1.22082548416808
"6",12016.7316666667,13.1666666666667,1799.25068947511,6,9419.55,14158.38,10874.795,12360.475,13156.575,"Biosynthesis of vancomycin group antibiotics ","Hindgut","e","Metabolism of terpenoids and polyketides",1.01602850275693
"72",13866.0766666667,26.8333333333333,403.114046526125,6,13086.16,14241.49,13879.3075,13994.575,14027.725,"Biosynthesis of vancomycin group antibiotics ","Hindgut","cd","Metabolism of terpenoids and polyketides",1.17239275250074
"9",15565.3433333333,37.3333333333333,1812.83531974271,6,13448.42,18649.03,14558.0425,15329.63,16083.285,"Biosynthesis of vancomycin group antibiotics ","Hindgut","abc","Metabolism of terpenoids and polyketides",1.31606770630763
"CK",17821.7483333333,48,1547.60981959171,6,15640.54,19878.12,16836.5775,17973.015,18749.28,"Biosynthesis of vancomycin group antibiotics ","Hindgut","a","Metabolism of terpenoids and polyketides",1.50684934788515
"0",387.478333333333,46.5,186.978908480787,6,211.25,700.67,269.625,313.475,476.6125,"Flavone and flavonol biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",14.9595907599254
"12",88.4566666666667,19.5,50.702717744384,6,37,150.83,46.9975,78.625,131.56,"Flavone and flavonol biosynthesis ","Hindgut","cd","Biosynthesis of other secondary metabolites",3.41509555369667
"24",71.2083333333333,15.5,41.1561725220734,6,15.25,110.92,38.7075,83.455,103.6475,"Flavone and flavonol biosynthesis ","Hindgut","de","Biosynthesis of other secondary metabolites",2.74917958947301
"3",491.055,45.5,439.097585224515,6,200.5,1325.18,238.525,275.1,551.8625,"Flavone and flavonol biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",18.958432533299
"48",107.626666666667,22,82.0138621616289,6,23,250.58,54.8925,90.01,134.2325,"Flavone and flavonol biosynthesis ","Hindgut","cd","Biosynthesis of other secondary metabolites",4.15520236792999
"6",302.401666666667,39.6666666666667,184.514040161356,6,57.33,533,189.33,279.415,449.315,"Flavone and flavonol biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",11.6749887394634
"72",133.216666666667,28.6666666666667,30.4412356297616,6,88.08,171.16,116.4075,134.455,154.1825,"Flavone and flavonol biosynthesis ","Hindgut","bc","Biosynthesis of other secondary metabolites",5.14316968020076
"9",115.108333333333,24.3333333333333,51.1882054448744,6,40.08,191.25,90.3325,119.12,135.0375,"Flavone and flavonol biosynthesis ","Hindgut","cd","Biosynthesis of other secondary metabolites",4.44405121935525
"CK",25.9016666666667,5.83333333333333,18.1816549485097,6,9.16,50.33,11,20.25,40.69,"Flavone and flavonol biosynthesis ","Hindgut","e","Biosynthesis of other secondary metabolites",1
"0",3679.95833333333,38.5,568.792826164911,6,3318.16,4820.17,3396.5025,3461.5,3598.0625,"Indole alkaloid biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.25608833993751
"12",4166.40833333333,32.1666666666667,2825.09566315491,6,1395.75,9426,2726.8325,3337.75,4567.9425,"Indole alkaloid biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.55431839407198
"24",4888.20666666667,40.25,2341.7370220814,6,985.25,7168.5,3825.02,5438.08,6618.5175,"Indole alkaloid biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.99683449238459
"3",3245.77666666667,32,574.210143333141,6,2488.25,4077.75,2852.83,3316.915,3511.75,"Indole alkaloid biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",1.98990266421709
"48",3054.31,21.1666666666667,2112.55218345015,6,1443.5,7220.41,1970.1875,2376.625,2899.65,"Indole alkaloid biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.87251934760707
"6",3139.915,29.1666666666667,726.924853220744,6,1817.08,4009.5,3079.04,3288.33,3392.3125,"Indole alkaloid biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.9250015837756
"72",2865.93333333333,25.25,512.5780647147,6,2273.75,3509.07,2565.2325,2700.79,3293.5625,"Indole alkaloid biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.75703043097089
"9",2504.625,20.6666666666667,827.797842924225,6,1215.25,3574.5,2130,2574.625,2973.875,"Indole alkaloid biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.5355215321956
"CK",1631.12333333333,8.33333333333333,600.120916271602,6,885.83,2612.33,1301.6475,1545.54,1869.2475,"Indole alkaloid biosynthesis ","Hindgut","b","Biosynthesis of other secondary metabolites",1
"0",47557.575,30.1666666666667,1493.67270541776,6,45530.18,49825.73,46763.6175,47524.63,48203.9075,"Isoquinoline alkaloid biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.185763607754
"12",45980.7416666667,30.5,7762.35496314467,6,32100.5,54333.37,44550.04,46980.22,50557.675,"Isoquinoline alkaloid biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.11329176881997
"24",39712.6066666667,22,12503.6443001401,6,23841.44,56751,31295.925,39794.49,47171.985,"Isoquinoline alkaloid biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.82520598287547
"3",45903.7166666667,30.3333333333333,6999.1850302865,6,32413.55,51494.28,45908.62,47508.75,50218.4825,"Isoquinoline alkaloid biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.10975167154025
"48",50427.6016666667,39.5,8135.79376985287,6,37410.54,62484.26,48914.2825,49984.87,53103.955,"Isoquinoline alkaloid biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.31767108708371
"6",46650.77,32.5,7145.42681391952,6,34193.9,53816.71,44255.0025,48554.66,51110.845,"Isoquinoline alkaloid biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.14408651702073
"72",46255.625,27.5,5747.55325052583,6,40970.33,56366.7,42071.66,45360.695,47715.185,"Isoquinoline alkaloid biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.12592550774333
"9",45435.805,30,7551.5868642445,6,35295.69,54016.11,39699.3975,47447.405,50330.47,"Isoquinoline alkaloid biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.08824627954658
"CK",21757.8766666667,5,10238.0170158379,6,11086.14,40420.95,16046.2425,19941.96,23291.925,"Isoquinoline alkaloid biosynthesis ","Hindgut","b","Biosynthesis of other secondary metabolites",1
"0",41888.6616666667,32.1666666666667,2144.93200865125,6,38304.17,44445.33,41124.6375,42154.1,43158.115,"Glucosinolate biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.43683024457937
